sku,sku_name,category,supplier_id,location_id,storage_bin,quantity_kg,reorder_level_kg,unit_cost_myr,last_restocked,expiry_date,is_hazardous
SKU-00317,Humidity Sensor Probe,PPE,SUP-059,LOC-006,WH-F-BIN-77,458.0 KG,0,239.42,2026-05-29,Feb 28 2027,false
SKU-00318,,CLEANING,SUP-124,LOC-020,WH-T-BIN-78,130.0 KG,20,43.46,2026-02-26,Jun 26 2027,false
SKU-00319,Coolant Concentrate,MEDICAL,SUP-042,wh-h,WH-H-BIN-79,325.0,15,531.91,Jan 24 2026,,false
SKU-00320,Wheel Chock Rubber,RAW_MATERIALS,SUP-117,LOC-016,WH-P-BIN-80,135.0kilogram,15,425.72,2026-01-31,2026-07-16,false
SKU-00321,Steel Bolt M8,CHEMICALS,SUP-164,wh_g,WH-G-BIN-01,207.0 KG,25,714.25,01/05/2026,,false
SKU-00322,Hydraulic Hose 2in,ELECTRONICS,SUP-041,wh-h,WH-H-BIN-02,290.0kilogram,,617.20,Mar 13 2026,,false
SKU-00323,Industrial Solvent 5L,FOOD_DRY,SUP-187,LOC-004,WH-D-BIN-03,305.0kilogram,10,452.01,21/12/2025,,false
SKU-00324,Forklift Battery 24V,FOOD_COLD,SUP-133,LOC-019,WH-S-BIN-04,8.0kg,40,639.61,Jan 12 2026,,false
SKU-00325,Safety Gloves L,PACKAGING,SUP-070,whse t,WH-T-BIN-05,14.0kg,15,449.11,03/04/2026,,false
SKU-00326,Conveyor Belt Patch,MACHINERY_PARTS,SUP-200,LOC-005,WH-E-BIN-06,21.0kilogram,40,734.75,Dec 30 2025,2027-06-17,false
SKU-00327,Shrink Wrap Film Roll,PPE,SUP-087,whse k,WH-K-BIN-07,435.0,15,542.40,May 21 2026,30/04/2027,false
SKU-00328,Label Printer Ribbon,CLEANING,SUP-114,Warehouse T,WH-T-BIN-08,1.0kg,15,697.61,2025-12-25,,false
SKU-00329,Dock Leveler Seal,MEDICAL,SUP-048,wh_g,WH-G-BIN-09,95.0,20,776.97,Jun 07 2026,01/06/2027,false
SKU-00330,LED Warehouse Light,RAW_MATERIALS,SUP-157,LOC-001,WH-A-BIN-10,74.0,40,155.79,12/05/2026,Jan 24 2027,false
SKU-00331,Nitrile Gloves Box,CHEMICALS,SUP-166,LOC-010,WH-J-BIN-11,21.0 KG,15,532.62,2026-05-03,,true
SKU-00332,Pallet Jack Wheel,ELECTRONICS,SUP-129,LOC-016,WH-P-BIN-12,449.0kilogram,,96.83,May 12 2026,21/03/2027,false
SKU-00333,Barcode Scanner,FOOD_DRY,SUP-043,whse c,WH-C-BIN-13,273.0,20,471.27,13/01/2026,,false
SKU-00335,PVC Pipe 50mm,PACKAGING,SUP-078,wh_e,WH-E-BIN-15,77.0kilogram,,652.61,2026-05-01,,false
SKU-00336,Rubber Gasket Set,MACHINERY_PARTS,SUP-196,LOC-016,WH-P-BIN-16,163.0,15,142.83,Jun 06 2026,,false
SKU-00337,Cable Tie Assorted,PPE,SUP-099,wh-o,WH-O-BIN-17,318.0 KG,30,653.26,2026-01-28,2026-09-27,false
SKU-00338,Dust Mask N95 Pack,CLEANING,SUP-022,Warehouse G,WH-G-BIN-18,498.0,10,406.37,2026-03-16,,false
SKU-00339,Wooden Pallet Std,MEDICAL,SUP-110,LOC-004,WH-D-BIN-19,203.0kilogram,25,703.62,2026-06-03,08/09/2026,false
SKU-00340,,RAW_MATERIALS,SUP-096,LOC-002,WH-B-BIN-20,171.0kg,20,374.48,Mar 08 2026,,false
SKU-00342,Spill Kit 20L,ELECTRONICS,SUP-057,whse e,WH-E-BIN-22,8.0kg,10,21.55,Jun 07 2026,,false
SKU-00343,Epoxy Resin 1L,FOOD_DRY,SUP-056,Warehouse A,WH-A-BIN-23,460.0 KG,25,689.03,15/04/2026,,false
SKU-00344,Chain Block 1T,FOOD_COLD,SUP-200,LOC-019,WH-S-BIN-24,349.0,25,638.77,Jan 03 2026,,false
SKU-00345,Temperature Logger,PACKAGING,SUP-191,LOC-003,WH-C-BIN-25,299.0 KG,40,403.33,Mar 08 2026,,false
SKU-00346,Anti-Slip Tape Roll,MACHINERY_PARTS,SUP-013,LOC-008,WH-H-BIN-26,13.0kilogram,15,155.22,Apr 27 2026,Oct 05 2026,false
SKU-00348,Compressed Air Hose,CLEANING,SUP-029,LOC-011,WH-K-BIN-28,91.0kilogram,10,26.97,Apr 24 2026,,false
SKU-00349,First Aid Refill,MEDICAL,SUP-014,LOC-003,WH-C-BIN-29,8.0kg,15,308.11,Feb 19 2026,2026-08-03,false
SKU-00350,Racking Beam 2.4m,RAW_MATERIALS,SUP-143,WH-J,WH-J-BIN-30,23.0 KG,,461.46,Mar 24 2026,02/10/2026,false
SKU-00351,,CHEMICALS,SUP-101,LOC-010,WH-J-BIN-31,438.0kg,20,396.46,2026-04-20,,false
SKU-00352,Load Cell 500kg,ELECTRONICS,SUP-155,LOC-014,WH-N-BIN-32,172.0kg,10,761.83,02/06/2026,,false
SKU-00353,Dock Bumpers Pair,FOOD_DRY,SUP-099,LOC-007,WH-G-BIN-33,135.0kilogram,20,682.87,Apr 04 2026,,false
SKU-00354,Floor Marking Paint,FOOD_COLD,SUP-053,LOC-006,WH-F-BIN-34,101.0,25,340.46,2026-03-09,,false
SKU-00355,Battery Charger 24V,PACKAGING,SUP-043,LOC-005,WH-E-BIN-35,486.0,25,395.42,02/01/2026,,false
SKU-00356,Mesh Security Cage,MACHINERY_PARTS,SUP-151,wh-o,WH-O-BIN-36,162.0kg,10,269.60,2026-05-04,,false
SKU-00357,Humidity Sensor Probe,PPE,SUP-076,LOC-005,WH-E-BIN-37,3.0kg,40,625.82,2026-04-10,,false
SKU-00358,Pallet Strap Tool,CLEANING,SUP-094,LOC-005,WH-E-BIN-38,329.0,20,185.07,2026-05-25,2026-12-02,false
SKU-00359,Coolant Concentrate,MEDICAL,SUP-168,LOC-020,WH-T-BIN-39,40.0 KG,25,498.65,Apr 20 2026,2027-04-03,false
SKU-00360,Wheel Chock Rubber,RAW_MATERIALS,SUP-028,LOC-003,WH-C-BIN-40,13.0 KG,25,189.17,Jan 22 2026,,false
SKU-00361,Steel Bolt M8,CHEMICALS,SUP-095,WH-T,WH-T-BIN-41,13.0,15,585.37,2025-12-23,,true
SKU-00362,Hydraulic Hose 2in,ELECTRONICS,SUP-066,LOC-006,WH-F-BIN-42,67.0kg,10,210.37,03/01/2026,,false
SKU-00364,,FOOD_COLD,SUP-181,whse b,WH-B-BIN-44,232.0kilogram,30,194.29,01/02/2026,04/04/2027,false
SKU-00365,Safety Gloves L,PACKAGING,SUP-091,wh-l,WH-L-BIN-45,350.0kilogram,30,257.91,Jan 04 2026,2026-11-26,false
SKU-00366,,MACHINERY_PARTS,SUP-115,whse r,WH-R-BIN-46,411.0kg,20,618.01,12/02/2026,,false
SKU-00367,Shrink Wrap Film Roll,PPE,SUP-035,LOC-009,WH-I-BIN-47,395.0,,519.09,2026-06-01,May 09 2027,false
SKU-00368,Label Printer Ribbon,CLEANING,SUP-055,LOC-010,WH-J-BIN-48,16.0,25,413.07,Jan 17 2026,,false
SKU-00369,Dock Leveler Seal,MEDICAL,SUP-173,LOC-016,WH-P-BIN-49,23.0kg,30,363.59,Jan 02 2026,,false
SKU-00370,,RAW_MATERIALS,SUP-124,LOC-014,WH-N-BIN-50,410.0,15,87.38,31/01/2026,Apr 03 2027,false
SKU-00371,Nitrile Gloves Box,CHEMICALS,SUP-140,wh_a,WH-A-BIN-51,226.0kilogram,0,418.91,Jan 14 2026,,true
SKU-00372,Pallet Jack Wheel,ELECTRONICS,SUP-028,Warehouse D,WH-D-BIN-52,478.0,,643.16,2026-03-02,Oct 05 2026,false
SKU-00373,Barcode Scanner,FOOD_DRY,SUP-019,LOC-016,WH-P-BIN-53,385.0kilogram,,125.13,21/03/2026,,false
SKU-00374,Fire Extinguisher 4kg,FOOD_COLD,SUP-056,LOC-006,WH-F-BIN-54,1.0kg,25,583.09,07/01/2026,,false
SKU-00375,,PACKAGING,SUP-157,LOC-012,WH-L-BIN-55,5.0 KG,40,448.47,11/02/2026,,false
SKU-00376,Rubber Gasket Set,MACHINERY_PARTS,SUP-116,LOC-012,WH-L-BIN-56,207.0kilogram,10,575.23,Mar 11 2026,Apr 30 2027,false
SKU-00377,Cable Tie Assorted,PPE,SUP-057,LOC-003,WH-C-BIN-57,19.0kilogram,40,327.07,19/05/2026,,false
SKU-00378,Dust Mask N95 Pack,CLEANING,SUP-124,LOC-020,WH-T-BIN-58,383.0 KG,15,232.60,29/12/2025,,false
SKU-00379,Wooden Pallet Std,MEDICAL,SUP-055,LOC-002,WH-B-BIN-59,272.0kilogram,,311.31,20/04/2026,,false
SKU-00380,Steel Shelving Unit,RAW_MATERIALS,SUP-182,LOC-005,WH-E-BIN-60,415.0kilogram,40,473.95,Jun 05 2026,,false
SKU-00381,Hand Truck,CHEMICALS,SUP-024,LOC-003,WH-C-BIN-61,59.0kg,25,600.84,Feb 11 2026,,true
SKU-00383,Epoxy Resin 1L,FOOD_DRY,SUP-068,LOC-017,WH-Q-BIN-63,446.0,25,381.92,2025-12-19,Mar 11 2027,false
SKU-00384,Chain Block 1T,FOOD_COLD,SUP-122,whse h,WH-H-BIN-64,7.0kg,15,636.13,21/02/2026,,false
SKU-00385,Temperature Logger,PACKAGING,SUP-157,wh_l,WH-L-BIN-65,271.0 KG,15,69.30,Jun 11 2026,,false
SKU-00386,Anti-Slip Tape Roll,MACHINERY_PARTS,SUP-164,LOC-013,WH-M-BIN-66,486.0,30,235.06,2026-06-15,,false
SKU-00387,,PPE,SUP-177,LOC-020,WH-T-BIN-67,7.0,25,541.12,Mar 06 2026,2027-06-03,false
SKU-00388,Compressed Air Hose,CLEANING,SUP-191,LOC-013,WH-M-BIN-68,56.0,0,4.58,2026-03-21,,false
SKU-00389,,MEDICAL,SUP-117,wh_h,WH-H-BIN-69,23.0kilogram,10,81.99,May 08 2026,,false
SKU-00390,Racking Beam 2.4m,RAW_MATERIALS,SUP-034,LOC-005,WH-E-BIN-70,26.0kg,40,176.11,09/01/2026,,false
SKU-00391,Stretch Hood Film,CHEMICALS,SUP-082,LOC-002,WH-B-BIN-71,452.0kg,10,609.57,27/01/2026,24/08/2026,false
SKU-00392,Load Cell 500kg,ELECTRONICS,SUP-145,LOC-013,WH-M-BIN-72,424.0kg,15,6.14,10/03/2026,,false
SKU-00393,Dock Bumpers Pair,FOOD_DRY,SUP-112,LOC-015,WH-O-BIN-73,285.0,30,33.65,2026-05-18,,false
SKU-00394,Floor Marking Paint,FOOD_COLD,SUP-158,LOC-010,WH-J-BIN-74,14.0,20,447.80,08/05/2026,Oct 15 2026,false
SKU-00395,Battery Charger 24V,PACKAGING,SUP-029,LOC-012,WH-L-BIN-75,215.0 KG,30,749.64,06/02/2026,May 14 2027,false
SKU-00396,Mesh Security Cage,MACHINERY_PARTS,SUP-032,LOC-013,WH-M-BIN-76,3.0kilogram,25,388.78,May 07 2026,,false
SKU-00397,Humidity Sensor Probe,PPE,SUP-065,LOC-011,WH-K-BIN-77,174.0 KG,0,254.28,Jun 06 2026,,false
SKU-00398,,CLEANING,SUP-181,Warehouse F,WH-F-BIN-78,492.0kilogram,20,68.74,Feb 03 2026,,false
SKU-00399,Coolant Concentrate,MEDICAL,SUP-084,whse e,WH-E-BIN-79,429.0kg,0,266.41,Feb 16 2026,,false
SKU-00400,Wheel Chock Rubber,RAW_MATERIALS,SUP-159,LOC-012,WH-L-BIN-80,3.0kg,19,521.38,May 11 2026,Nov 21 2026,false
SKU-00401,Steel Bolt M8,CHEMICALS,SUP-056,Warehouse N,WH-N-BIN-01,2.0 KG,15,504.23,03/04/2026,,false
SKU-00403,Industrial Solvent 5L,FOOD_DRY,SUP-040,LOC-007,WH-G-BIN-03,2.0kg,,493.26,2026-01-03,,false
SKU-00404,Forklift Battery 24V,FOOD_COLD,SUP-004,Warehouse E,WH-E-BIN-04,74.0kg,15,341.40,Feb 17 2026,,false
SKU-00405,Safety Gloves L,PACKAGING,SUP-079,LOC-009,WH-I-BIN-05,17.0 KG,30,444.60,Feb 08 2026,,false
SKU-00406,Conveyor Belt Patch,MACHINERY_PARTS,SUP-158,wh-g,WH-G-BIN-06,42.0kilogram,10,490.49,Apr 18 2026,,false
SKU-00408,,CLEANING,SUP-099,Warehouse S,WH-S-BIN-08,220.0 KG,25,350.72,21/01/2026,,false
SKU-00409,Dock Leveler Seal,MEDICAL,SUP-009,wh-m,WH-M-BIN-09,100.0,40,679.50,2025-12-31,,false
SKU-00410,,RAW_MATERIALS,SUP-157,LOC-010,WH-J-BIN-10,55.0kilogram,30,207.10,09/02/2026,,false
SKU-00411,Nitrile Gloves Box,CHEMICALS,SUP-107,LOC-004,WH-D-BIN-11,440.0kg,20,207.11,2026-03-25,,false
SKU-00412,Pallet Jack Wheel,ELECTRONICS,SUP-188,LOC-009,WH-I-BIN-12,485.0 KG,20,574.14,16/05/2026,,false
SKU-00413,Barcode Scanner,FOOD_DRY,SUP-177,LOC-008,WH-H-BIN-13,480.0kilogram,,205.22,2026-02-16,Oct 25 2026,false
SKU-00414,Fire Extinguisher 4kg,FOOD_COLD,SUP-192,wh_q,WH-Q-BIN-14,128.0 KG,30,616.26,2026-05-09,Mar 10 2027,false
SKU-00415,PVC Pipe 50mm,PACKAGING,SUP-120,LOC-006,WH-F-BIN-15,213.0kg,0,605.44,Jan 30 2026,,false
SKU-00416,Rubber Gasket Set,MACHINERY_PARTS,SUP-033,wh_j,WH-J-BIN-16,460.0kilogram,25,639.60,2026-02-26,,false
SKU-00417,Cable Tie Assorted,PPE,SUP-088,Warehouse J,WH-J-BIN-17,160.0kilogram,40,576.62,May 07 2026,Jul 31 2026,false
SKU-00419,,MEDICAL,SUP-099,LOC-008,WH-H-BIN-19,187.0kg,,451.64,2026-03-16,,false
SKU-00420,Steel Shelving Unit,RAW_MATERIALS,SUP-142,wh-g,WH-G-BIN-20,108.0kg,30,245.91,2026-03-22,Nov 20 2026,false
SKU-00421,Hand Truck,CHEMICALS,SUP-056,WH-H,WH-H-BIN-21,218.0,20,788.71,Feb 01 2026,,false
SKU-00422,Spill Kit 20L,ELECTRONICS,SUP-094,LOC-014,WH-N-BIN-22,267.0 KG,0,721.50,08/05/2026,,false
SKU-00423,Epoxy Resin 1L,FOOD_DRY,SUP-057,whse a,WH-A-BIN-23,378.0kilogram,0,2.58,Apr 25 2026,,false
SKU-00424,Chain Block 1T,FOOD_COLD,SUP-163,Warehouse H,WH-H-BIN-24,347.0kilogram,25,64.23,Mar 14 2026,,false
SKU-00425,Temperature Logger,PACKAGING,SUP-124,whse o,WH-O-BIN-25,70.0 KG,10,93.93,May 26 2026,,false
SKU-00427,Welding Rod 3.2mm,PPE,SUP-028,LOC-017,WH-Q-BIN-27,214.0 KG,40,196.19,2026-04-07,Jan 13 2027,false
SKU-00428,Compressed Air Hose,CLEANING,SUP-141,LOC-006,WH-F-BIN-28,77.0kilogram,10,578.49,2026-03-04,,false
SKU-00429,First Aid Refill,MEDICAL,SUP-010,LOC-011,WH-K-BIN-29,7.0,30,359.89,03/01/2026,,false
SKU-00430,Racking Beam 2.4m,RAW_MATERIALS,SUP-006,LOC-012,WH-L-BIN-30,474.0kilogram,20,603.06,11/05/2026,,false
SKU-00431,Stretch Hood Film,CHEMICALS,SUP-095,LOC-004,WH-D-BIN-31,39.0kilogram,10,663.91,May 31 2026,,true
SKU-00432,Load Cell 500kg,ELECTRONICS,SUP-068,WH-S,WH-S-BIN-32,5.0 KG,20,181.78,12/06/2026,,false
SKU-00433,Dock Bumpers Pair,FOOD_DRY,SUP-086,whse m,WH-M-BIN-33,309.0,25,331.63,28/04/2026,,false
SKU-00435,Battery Charger 24V,PACKAGING,SUP-045,LOC-017,WH-Q-BIN-35,6.0,25,648.26,Mar 01 2026,,false
SKU-00436,Mesh Security Cage,MACHINERY_PARTS,SUP-178,LOC-008,WH-H-BIN-36,16.0,,368.12,2026-04-18,16/08/2026,false
SKU-00437,Humidity Sensor Probe,PPE,SUP-129,LOC-020,WH-T-BIN-37,456.0kilogram,0,64.56,May 19 2026,,false
SKU-00438,Pallet Strap Tool,CLEANING,SUP-048,LOC-009,WH-I-BIN-38,389.0 KG,25,26.53,Mar 11 2026,Nov 06 2026,false
SKU-00439,Coolant Concentrate,MEDICAL,SUP-188,LOC-009,WH-I-BIN-39,7.0kilogram,25,163.02,2026-02-06,,false
SKU-00440,Wheel Chock Rubber,RAW_MATERIALS,SUP-106,LOC-003,WH-C-BIN-40,173.0,25,581.56,2026-03-27,Apr 18 2027,false
SKU-00442,Hydraulic Hose 2in,ELECTRONICS,SUP-137,LOC-012,WH-L-BIN-42,356.0kilogram,20,235.67,21/03/2026,2027-05-10,false
SKU-00443,Industrial Solvent 5L,FOOD_DRY,SUP-131,wh-e,WH-E-BIN-43,267.0kg,,268.32,11/01/2026,2026-12-19,false
SKU-00444,,FOOD_COLD,SUP-145,LOC-015,WH-O-BIN-44,321.0,30,273.21,20/12/2025,Dec 10 2026,false
SKU-00446,Conveyor Belt Patch,MACHINERY_PARTS,SUP-039,wh-i,WH-I-BIN-46,5.0kg,10,489.65,2026-05-16,,false
SKU-00447,Shrink Wrap Film Roll,PPE,SUP-195,LOC-004,WH-D-BIN-47,448.0kilogram,0,640.57,12/03/2026,,false
SKU-00448,Label Printer Ribbon,CLEANING,SUP-145,wh_g,WH-G-BIN-48,448.0 KG,40,353.27,08/01/2026,,false
SKU-00449,Dock Leveler Seal,MEDICAL,SUP-098,WH-R,WH-R-BIN-49,24.0 KG,25,143.03,Apr 21 2026,,false
SKU-00450,LED Warehouse Light,RAW_MATERIALS,SUP-146,wh_h,WH-H-BIN-50,430.0kilogram,20,668.36,07/06/2026,,false
SKU-00451,Nitrile Gloves Box,CHEMICALS,SUP-168,LOC-005,WH-E-BIN-51,397.0kg,20,688.80,2026-04-30,Jan 03 2027,false
SKU-00453,Barcode Scanner,FOOD_DRY,SUP-117,LOC-007,WH-G-BIN-53,441.0,0,86.20,2026-03-16,,false
SKU-00454,,FOOD_COLD,SUP-080,Warehouse F,WH-F-BIN-54,291.0,20,27.50,2026-04-20,,false
SKU-00455,PVC Pipe 50mm,PACKAGING,SUP-189,WH-D,WH-D-BIN-55,6.0,,534.29,14/03/2026,,false
SKU-00456,Rubber Gasket Set,MACHINERY_PARTS,SUP-051,wh-r,WH-R-BIN-56,92.0kilogram,25,506.32,15/05/2026,,false
SKU-00457,Cable Tie Assorted,PPE,SUP-023,LOC-011,WH-K-BIN-57,239.0kilogram,20,443.45,2026-01-26,,false
SKU-00458,Dust Mask N95 Pack,CLEANING,SUP-018,wh_p,WH-P-BIN-58,11.0 KG,25,707.44,Apr 21 2026,,false
SKU-00460,,RAW_MATERIALS,SUP-175,LOC-017,WH-Q-BIN-60,62.0,30,627.20,05/04/2026,,false
SKU-00462,Spill Kit 20L,ELECTRONICS,SUP-085,WH-F,WH-F-BIN-62,101.0,25,489.51,05/04/2026,,false
SKU-00463,Epoxy Resin 1L,FOOD_DRY,SUP-173,wh-g,WH-G-BIN-63,123.0 KG,0,614.26,Jun 15 2026,,false
SKU-00464,,FOOD_COLD,SUP-158,LOC-020,WH-T-BIN-64,497.0kg,,529.65,Feb 14 2026,,false
SKU-00465,,PACKAGING,SUP-076,LOC-018,WH-R-BIN-65,361.0kilogram,15,84.11,2026-04-20,,false
SKU-00466,Anti-Slip Tape Roll,MACHINERY_PARTS,SUP-169,LOC-013,WH-M-BIN-66,23.0 KG,25,689.33,17/03/2026,,false
SKU-00467,,PPE,SUP-099,LOC-002,WH-B-BIN-67,335.0 KG,25,514.04,27/01/2026,,false
SKU-00468,Compressed Air Hose,CLEANING,SUP-189,LOC-011,WH-K-BIN-68,285.0 KG,25,234.46,28/02/2026,,false
SKU-00469,First Aid Refill,MEDICAL,SUP-147,wh_j,WH-J-BIN-69,2.0kilogram,15,605.91,2026-01-28,2027-01-27,false
SKU-00470,Racking Beam 2.4m,RAW_MATERIALS,SUP-080,wh_k,WH-K-BIN-70,107.0 KG,10,81.31,05/06/2026,,false
SKU-00471,Stretch Hood Film,CHEMICALS,SUP-184,LOC-013,WH-M-BIN-71,356.0kg,40,600.66,2026-03-03,,true
SKU-00472,,ELECTRONICS,SUP-176,LOC-008,WH-H-BIN-72,11.0,20,117.40,2025-12-29,,false
SKU-00474,,FOOD_COLD,SUP-103,LOC-012,WH-L-BIN-74,122.0kilogram,10,588.27,2026-04-15,26/02/2027,false
SKU-00475,Battery Charger 24V,PACKAGING,SUP-132,LOC-020,WH-T-BIN-75,60.0kilogram,25,232.73,Mar 25 2026,,false
SKU-00477,Humidity Sensor Probe,PPE,SUP-008,LOC-007,WH-G-BIN-77,257.0kilogram,10,652.27,2026-02-20,,false
SKU-00478,Pallet Strap Tool,CLEANING,SUP-121,LOC-016,WH-P-BIN-78,82.0kg,20,337.25,2026-03-19,,false
SKU-00479,Coolant Concentrate,MEDICAL,SUP-129,Warehouse D,WH-D-BIN-79,69.0,15,708.75,20/04/2026,13/10/2026,false
SKU-00480,Wheel Chock Rubber,RAW_MATERIALS,SUP-181,WH-H,WH-H-BIN-80,15.0 KG,25,371.74,Feb 06 2026,,false
SKU-00481,Steel Bolt M8,CHEMICALS,SUP-104,wh_m,WH-M-BIN-01,48.0kilogram,0,20.54,10/03/2026,04/01/2027,false
SKU-00482,,ELECTRONICS,SUP-099,LOC-002,WH-B-BIN-02,348.0 KG,30,570.05,2026-02-26,Jan 16 2027,false
SKU-00483,Industrial Solvent 5L,FOOD_DRY,SUP-013,wh-c,WH-C-BIN-03,282.0,25,687.89,23/04/2026,,false
SKU-00485,Safety Gloves L,PACKAGING,SUP-128,LOC-009,WH-I-BIN-05,9.0kilogram,20,219.07,2025-12-25,25/06/2027,false
SKU-00486,Conveyor Belt Patch,MACHINERY_PARTS,SUP-051,LOC-009,WH-I-BIN-06,243.0 KG,30,169.86,Jan 17 2026,,false
SKU-00487,Shrink Wrap Film Roll,PPE,SUP-013,wh_m,WH-M-BIN-07,22.0kg,10,549.75,Jun 14 2026,,false
SKU-00489,Dock Leveler Seal,MEDICAL,SUP-100,whse d,WH-D-BIN-09,130.0kilogram,40,474.75,Dec 24 2025,,false
SKU-00490,LED Warehouse Light,RAW_MATERIALS,SUP-162,LOC-019,WH-S-BIN-10,94.0,40,405.75,19/01/2026,,false
SKU-00491,Nitrile Gloves Box,CHEMICALS,SUP-144,wh_h,WH-H-BIN-11,8.0kilogram,29,267.31,May 22 2026,12/02/2027,false
SKU-00493,,FOOD_DRY,SUP-117,LOC-012,WH-L-BIN-13,17.0,,345.97,2026-02-23,2027-04-08,false
SKU-00496,Rubber Gasket Set,MACHINERY_PARTS,SUP-034,whse n,WH-N-BIN-16,325.0kilogram,20,549.53,Jan 09 2026,,false
SKU-00497,Cable Tie Assorted,PPE,SUP-044,wh_h,WH-H-BIN-17,74.0kilogram,30,324.16,24/02/2026,,false
SKU-00498,Dust Mask N95 Pack,CLEANING,SUP-192,Warehouse K,WH-K-BIN-18,269.0 KG,10,68.59,Jan 09 2026,2026-10-29,false
SKU-00001,Hand Truck,CHEMICALS,SUP-062,LOC-004,WH-D-BIN-21,90.0kilogram,20,392.15,2026-02-26,,false
SKU-00003,Epoxy Resin 1L,FOOD_DRY,SUP-064,LOC-020,WH-T-BIN-23,236.0kilogram,25,702.76,25/03/2026,07/04/2027,false
SKU-00004,Chain Block 1T,FOOD_COLD,SUP-193,LOC-014,WH-N-BIN-24,340.0 KG,25,477.72,Feb 19 2026,2026-11-02,false
SKU-00005,Temperature Logger,PACKAGING,SUP-121,Warehouse F,WH-F-BIN-25,412.0 KG,10,157.05,2026-05-02,,false
SKU-00006,Anti-Slip Tape Roll,MACHINERY_PARTS,SUP-024,LOC-018,WH-R-BIN-26,397.0 KG,0,188.95,22/03/2026,Sep 16 2026,false
SKU-00007,Welding Rod 3.2mm,PPE,SUP-049,LOC-001,WH-A-BIN-27,165.0kilogram,15,793.40,2026-03-01,,false
SKU-00008,Compressed Air Hose,CLEANING,SUP-113,WH-Q,WH-Q-BIN-28,248.0kg,20,343.46,Mar 27 2026,,false
SKU-00009,First Aid Refill,MEDICAL,SUP-182,LOC-010,WH-J-BIN-29,17.0kilogram,,684.30,Feb 10 2026,,false
SKU-00010,Racking Beam 2.4m,RAW_MATERIALS,SUP-158,Warehouse G,WH-G-BIN-30,25.0kilogram,30,724.59,2026-02-05,Dec 31 2026,false
SKU-00011,Stretch Hood Film,CHEMICALS,SUP-126,LOC-018,WH-R-BIN-31,163.0kg,25,282.39,Apr 21 2026,,false
SKU-00012,Load Cell 500kg,ELECTRONICS,SUP-017,wh-k,WH-K-BIN-32,178.0 KG,15,45.00,2025-12-28,,false
SKU-00013,Dock Bumpers Pair,FOOD_DRY,SUP-083,LOC-014,WH-N-BIN-33,234.0,40,552.41,2026-04-20,,false
SKU-00014,Floor Marking Paint,FOOD_COLD,SUP-126,LOC-018,WH-R-BIN-34,156.0kilogram,0,64.41,29/03/2026,,false
SKU-00016,Mesh Security Cage,MACHINERY_PARTS,SUP-191,whse k,WH-K-BIN-36,348.0kg,15,737.87,03/01/2026,,false
SKU-00017,Humidity Sensor Probe,PPE,SUP-068,LOC-008,WH-H-BIN-37,7.0kilogram,,661.95,12/05/2026,,false
SKU-00018,Pallet Strap Tool,CLEANING,SUP-187,LOC-020,WH-T-BIN-38,337.0,40,307.19,2026-02-28,,false
SKU-00021,Steel Bolt M8,CHEMICALS,SUP-162,LOC-016,WH-P-BIN-41,463.0 KG,10,172.77,Mar 11 2026,,false
SKU-00022,Hydraulic Hose 2in,ELECTRONICS,SUP-117,LOC-016,WH-P-BIN-42,179.0 KG,20,447.83,Apr 25 2026,Jul 01 2027,false
SKU-00024,Forklift Battery 24V,FOOD_COLD,SUP-192,LOC-004,WH-D-BIN-44,3.0 KG,11,175.83,2026-04-06,,false
SKU-00025,,PACKAGING,SUP-160,LOC-002,WH-B-BIN-45,145.0kg,,148.18,2025-12-22,,false
SKU-00026,,MACHINERY_PARTS,SUP-125,LOC-004,WH-D-BIN-46,371.0 KG,15,170.51,Dec 27 2025,12/08/2026,false
SKU-00027,Shrink Wrap Film Roll,PPE,SUP-112,wh-a,WH-A-BIN-47,222.0 KG,25,78.96,2026-02-07,,false
SKU-00028,Label Printer Ribbon,CLEANING,SUP-122,LOC-009,WH-I-BIN-48,424.0 KG,30,514.71,16/02/2026,,false
SKU-00029,,MEDICAL,SUP-141,Warehouse Q,WH-Q-BIN-49,175.0 KG,30,564.22,Feb 10 2026,,false
SKU-00030,LED Warehouse Light,RAW_MATERIALS,SUP-188,LOC-020,WH-T-BIN-50,258.0 KG,20,80.96,Jan 13 2026,,false
SKU-00031,,CHEMICALS,SUP-118,LOC-003,WH-C-BIN-51,451.0kg,30,45.22,11/03/2026,May 25 2027,false
SKU-00033,Barcode Scanner,FOOD_DRY,SUP-091,wh-s,WH-S-BIN-53,30.0,10,684.88,24/04/2026,,false
SKU-00034,Fire Extinguisher 4kg,FOOD_COLD,SUP-196,LOC-005,WH-E-BIN-54,363.0 KG,,417.14,27/02/2026,,false
SKU-00035,PVC Pipe 50mm,PACKAGING,SUP-170,LOC-018,WH-R-BIN-55,312.0,30,184.72,09/03/2026,26/07/2026,false
SKU-00036,Rubber Gasket Set,MACHINERY_PARTS,SUP-016,LOC-011,WH-K-BIN-56,136.0,40,732.86,Apr 10 2026,,false
SKU-00037,Cable Tie Assorted,PPE,SUP-025,wh_d,WH-D-BIN-57,15.0,20,300.39,2026-05-22,,false
SKU-00038,Dust Mask N95 Pack,CLEANING,SUP-056,LOC-008,WH-H-BIN-58,111.0kg,20,300.10,2026-02-24,,false
