shipment_id,sku,supplier_id,destination_location_id,quantity_kg,status,expected_arrival,actual_arrival,carrier,tracking_number,cost_myr
SHP-109050,SKU-00158,SUP-085,LOC-014,458,IN_TRANSIT,2026-05-22,,City-Link,TRK7314146434,4955.29
SHP-109051,SKU-00202,SUP-018,LOC-019,420,DELIVERED,2026-08-03,2026-08-02,City-Link,TRK4325905898,3468.84
SHP-109052,SKU-00367,SUP-016,LOC-015,397,IN_TRANSIT,2026-07-18,,DHL MY,TRK2160889860,3584.90
SHP-109053,SKU-00487,SUP-014,LOC-019,145,DELIVERED,2026-07-26,2026-07-25,Pos Laju,TRK4111155356,4052.33
SHP-109054,SKU-00488,SUP-118,LOC-015,235,DELIVERED,2026-07-13,2026-07-14,GDEX,TRK3974574502,2026.33
SHP-109055,SKU-00265,SUP-175,LOC-018,121,DELAYED,2026-07-24,,Pos Laju,TRK5581427634,190.58
SHP-109056,SKU-00053,SUP-159,LOC-009,374,DELIVERED,2026-05-31,2026-06-01,DHL MY,TRK4618846812,4511.82
SHP-109057,SKU-00009,SUP-003,LOC-005,225,PENDING,2026-07-16,,GDEX,TRK3672846109,3887.97
SHP-109058,SKU-00114,SUP-144,LOC-017,177,PENDING,2026-07-12,,TNT Malaysia,TRK9097703369,3871.14
SHP-109059,SKU-00360,SUP-010,LOC-011,365,PENDING,2026-06-21,,J&T Express,TRK9550153846,1016.22
SHP-109060,SKU-00189,SUP-106,LOC-017,165,DELIVERED,2026-06-30,2026-06-30,DHL MY,TRK5156444051,931.94
SHP-109061,SKU-00062,SUP-036,LOC-007,443,DELIVERED,2026-06-07,2026-06-08,City-Link,TRK9908362442,441.03
SHP-109062,SKU-00098,SUP-018,LOC-009,384,PENDING,2026-06-10,,DHL MY,TRK3763111399,3322.53
SHP-109063,SKU-00144,SUP-175,LOC-016,361,DELIVERED,2026-06-04,2026-06-06,GDEX,TRK8587924635,2101.11
SHP-109064,SKU-00491,SUP-169,LOC-012,91,PENDING,2026-07-27,,City-Link,TRK5717169062,4569.26
SHP-109065,SKU-00276,SUP-025,LOC-005,68,DELIVERED,2026-07-10,2026-07-11,Pos Laju,TRK6624857424,4285.25
SHP-109066,SKU-00008,SUP-182,LOC-010,257,DELIVERED,2026-07-21,2026-07-22,J&T Express,TRK8515952244,1705.10
SHP-109067,SKU-00242,SUP-184,LOC-005,317,PENDING,2026-08-11,,J&T Express,TRK1441819585,3223.80
SHP-109068,SKU-00303,SUP-166,LOC-008,424,DELIVERED,2026-05-22,2026-05-21,City-Link,TRK1976800056,974.63
SHP-109069,SKU-00457,SUP-045,LOC-017,10,PENDING,2026-06-30,,TNT Malaysia,TRK3456699776,4486.24
SHP-109070,SKU-00081,SUP-028,LOC-003,391,IN_TRANSIT,2026-07-03,,TNT Malaysia,TRK8211024048,3973.45
SHP-109071,SKU-00106,SUP-139,LOC-014,348,PENDING,2026-06-24,,GDEX,TRK2778660578,3762.68
SHP-109072,SKU-00333,SUP-040,LOC-005,124,DELIVERED,2026-07-29,2026-07-29,City-Link,TRK8409631565,453.57
SHP-109073,SKU-00264,SUP-022,LOC-008,92,DELIVERED,2026-07-20,2026-07-22,TNT Malaysia,TRK7908818867,2879.80
SHP-109074,SKU-00354,SUP-117,LOC-011,72,DELIVERED,2026-07-02,2026-07-01,TNT Malaysia,TRK3205503895,830.51
SHP-109075,SKU-00006,SUP-107,LOC-019,229,CANCELLED,2026-06-10,,DHL MY,TRK4997874170,1352.08
SHP-109076,SKU-00149,SUP-183,LOC-016,27,DELIVERED,2026-06-23,2026-06-23,City-Link,TRK6662998369,3498.54
SHP-109077,SKU-00364,SUP-163,LOC-012,426,DELIVERED,2026-06-17,2026-06-19,J&T Express,TRK1003522194,4803.96
SHP-109078,SKU-00499,SUP-064,LOC-016,343,IN_TRANSIT,2026-05-21,,J&T Express,TRK5174242137,1917.91
SHP-109079,SKU-00294,SUP-053,LOC-014,236,DELAYED,2026-07-21,,Pos Laju,TRK6465563477,1410.96
SHP-109080,SKU-00226,SUP-174,LOC-009,300,DELIVERED,2026-07-12,2026-07-11,J&T Express,TRK1773626858,2814.88
SHP-109081,SKU-00261,SUP-190,LOC-008,200,DELIVERED,2026-07-17,2026-07-16,Pos Laju,TRK7622649268,391.66
SHP-109082,SKU-00041,SUP-149,LOC-014,236,DELAYED,2026-07-26,,GDEX,TRK7754446994,4327.92
SHP-109083,SKU-00134,SUP-161,LOC-015,104,DELIVERED,2026-05-15,2026-05-17,J&T Express,TRK6459332053,1208.04
SHP-109084,SKU-00059,SUP-032,LOC-010,158,IN_TRANSIT,2026-08-09,,City-Link,TRK6029361573,2831.41
SHP-109085,SKU-00434,SUP-092,LOC-019,225,DELIVERED,2026-06-18,2026-06-17,DHL MY,TRK9180205306,3083.66
SHP-109086,SKU-00311,SUP-144,LOC-010,235,IN_TRANSIT,2026-07-23,,TNT Malaysia,TRK6440444224,2581.21
SHP-109087,SKU-00455,SUP-200,LOC-001,45,DELIVERED,2026-06-27,2026-06-28,Pos Laju,TRK1634598922,2120.13
SHP-109088,SKU-00011,SUP-198,LOC-017,489,PENDING,2026-05-28,,GDEX,TRK2635450311,1462.46
SHP-109089,SKU-00292,SUP-061,LOC-008,95,DELIVERED,2026-07-16,2026-07-17,DHL MY,TRK8850386654,4111.54
SHP-109090,SKU-00189,SUP-136,LOC-009,140,PENDING,2026-07-03,,GDEX,TRK2990514589,3907.84
SHP-109091,SKU-00394,SUP-153,LOC-009,147,IN_TRANSIT,2026-07-04,,DHL MY,TRK3697142370,2144.67
SHP-109092,SKU-00387,SUP-159,LOC-019,194,DELIVERED,2026-07-21,2026-07-21,J&T Express,TRK6616191822,4539.68
SHP-109093,SKU-00051,SUP-031,LOC-019,313,DELIVERED,2026-06-05,2026-06-04,GDEX,TRK2139292320,4277.04
SHP-109094,SKU-00311,SUP-002,LOC-008,117,PENDING,2026-07-15,,DHL MY,TRK9345817228,3205.45
SHP-109095,SKU-00319,SUP-093,LOC-014,282,PENDING,2026-06-10,,TNT Malaysia,TRK6803255895,254.19
SHP-109096,SKU-00357,SUP-029,LOC-004,168,PENDING,2026-05-18,,J&T Express,TRK4845521924,443.50
SHP-109097,SKU-00414,SUP-146,LOC-007,257,DELIVERED,2026-07-03,2026-07-05,City-Link,TRK9645418109,1325.34
SHP-109098,SKU-00229,SUP-069,LOC-019,496,CANCELLED,2026-05-24,,GDEX,TRK2516387765,534.18
SHP-109099,SKU-00371,SUP-081,LOC-002,309,IN_TRANSIT,2026-07-29,,Pos Laju,TRK3847328500,4491.52
SHP-109100,SKU-00474,SUP-070,LOC-019,81,DELIVERED,2026-06-10,2026-06-10,City-Link,TRK8605276353,552.07
SHP-109101,SKU-00319,SUP-110,LOC-018,260,IN_TRANSIT,2026-06-05,,City-Link,TRK7222712995,2381.29
SHP-109102,SKU-00411,SUP-044,LOC-017,380,DELAYED,2026-07-24,,Pos Laju,TRK9288277042,4269.14
SHP-109103,SKU-00328,SUP-110,LOC-017,17,DELIVERED,2026-07-30,2026-07-31,J&T Express,TRK2722476808,3341.95
SHP-109104,SKU-00388,SUP-105,LOC-001,23,IN_TRANSIT,2026-05-16,,GDEX,TRK5461001812,1829.34
SHP-109105,SKU-00416,SUP-190,LOC-003,315,IN_TRANSIT,2026-06-06,,DHL MY,TRK4396127324,2916.55
SHP-109106,SKU-00106,SUP-042,LOC-017,139,DELAYED,2026-07-25,,TNT Malaysia,TRK9291217828,3021.38
SHP-109107,SKU-00415,SUP-083,LOC-010,302,PENDING,2026-07-17,,City-Link,TRK2820573495,4299.05
SHP-109108,SKU-00435,SUP-041,LOC-016,249,IN_TRANSIT,2026-07-13,,DHL MY,TRK9056080800,3186.59
SHP-109109,SKU-00266,SUP-191,LOC-007,211,DELIVERED,2026-06-09,2026-06-11,Pos Laju,TRK5908801616,3539.71
SHP-109110,SKU-00030,SUP-078,LOC-020,452,DELIVERED,2026-05-15,2026-05-16,Pos Laju,TRK5598394667,2331.28
SHP-109111,SKU-00118,SUP-053,LOC-004,96,DELIVERED,2026-07-14,2026-07-14,TNT Malaysia,TRK6262891209,3464.36
SHP-109112,SKU-00381,SUP-126,LOC-011,380,CANCELLED,2026-06-11,,City-Link,TRK9219697900,2012.99
SHP-109113,SKU-00118,SUP-037,LOC-012,484,DELIVERED,2026-06-29,2026-06-30,GDEX,TRK4076953267,3035.61
SHP-109114,SKU-00310,SUP-084,LOC-014,161,DELAYED,2026-07-25,,J&T Express,TRK6453658355,3256.32
SHP-109115,SKU-00153,SUP-072,LOC-008,444,CANCELLED,2026-07-29,,TNT Malaysia,TRK7049159157,668.87
SHP-109116,SKU-00195,SUP-063,LOC-001,382,PENDING,2026-05-25,,Pos Laju,TRK9795455531,1783.99
SHP-109117,SKU-00329,SUP-072,LOC-001,341,DELIVERED,2026-05-24,2026-05-26,J&T Express,TRK9155231128,888.69
SHP-109118,SKU-00448,SUP-018,LOC-019,272,DELIVERED,2026-06-04,2026-06-04,J&T Express,TRK8466687815,4086.13
SHP-109119,SKU-00414,SUP-073,LOC-005,7,DELIVERED,2026-07-22,2026-07-22,Pos Laju,TRK7548359691,3819.23
SHP-109120,SKU-00440,SUP-023,LOC-012,393,PENDING,2026-05-18,,City-Link,TRK2827292517,1743.91
SHP-109121,SKU-00418,SUP-016,LOC-004,163,PENDING,2026-07-29,,TNT Malaysia,TRK4331307310,987.28
SHP-109122,SKU-00379,SUP-020,LOC-008,425,DELIVERED,2026-07-12,2026-07-11,GDEX,TRK8994288582,3825.27
SHP-109123,SKU-00384,SUP-174,LOC-016,176,DELIVERED,2026-06-18,2026-06-18,GDEX,TRK9023315318,771.26
SHP-109124,SKU-00258,SUP-196,LOC-008,163,DELIVERED,2026-06-11,2026-06-13,GDEX,TRK9185371291,3179.20
SHP-109125,SKU-00419,SUP-158,LOC-008,146,DELIVERED,2026-05-23,2026-05-22,GDEX,TRK8771956194,2893.82
SHP-109126,SKU-00423,SUP-004,LOC-010,268,DELIVERED,2026-07-11,2026-07-11,City-Link,TRK5364203349,4482.10
SHP-109127,SKU-00173,SUP-174,LOC-011,182,PENDING,2026-05-21,,DHL MY,TRK6508002349,1910.03
SHP-109128,SKU-00019,SUP-109,LOC-014,372,DELIVERED,2026-06-25,2026-06-26,Pos Laju,TRK4927244209,262.17
SHP-109129,SKU-00187,SUP-138,LOC-002,157,CANCELLED,2026-06-12,,TNT Malaysia,TRK6735713236,1464.44
SHP-109130,SKU-00163,SUP-137,LOC-016,394,PENDING,2026-07-10,,TNT Malaysia,TRK2154446387,423.26
SHP-109131,SKU-00223,SUP-126,LOC-011,398,DELIVERED,2026-06-03,2026-06-05,GDEX,TRK3035538506,3002.74
SHP-109132,SKU-00244,SUP-177,LOC-019,353,DELIVERED,2026-07-01,2026-07-02,TNT Malaysia,TRK7964594280,1366.55
SHP-109133,SKU-00166,SUP-013,LOC-013,453,IN_TRANSIT,2026-07-16,,City-Link,TRK2324814784,323.59
SHP-109134,SKU-00361,SUP-015,LOC-007,302,IN_TRANSIT,2026-05-11,,GDEX,TRK4977725564,4249.05
SHP-109135,SKU-00283,SUP-037,LOC-018,241,IN_TRANSIT,2026-06-24,,Pos Laju,TRK1313676527,2637.56
SHP-109136,SKU-00341,SUP-196,LOC-012,42,IN_TRANSIT,2026-06-13,,City-Link,TRK5653982928,2468.61
SHP-109137,SKU-00331,SUP-189,LOC-010,115,DELAYED,2026-07-30,,City-Link,TRK3497177411,2734.31
SHP-109138,SKU-00098,SUP-025,LOC-011,495,DELIVERED,2026-07-10,2026-07-09,GDEX,TRK6202052503,3659.49
SHP-109139,SKU-00227,SUP-027,LOC-011,93,IN_TRANSIT,2026-05-28,,DHL MY,TRK5153747884,2805.09
SHP-109140,SKU-00474,SUP-174,LOC-004,496,PENDING,2026-05-19,,TNT Malaysia,TRK2128936481,1943.78
SHP-109141,SKU-00366,SUP-035,LOC-014,334,IN_TRANSIT,2026-06-10,,J&T Express,TRK9163120296,342.93
SHP-109142,SKU-00481,SUP-146,LOC-014,218,IN_TRANSIT,2026-06-28,,City-Link,TRK8812594069,2038.77
SHP-109143,SKU-00456,SUP-163,LOC-018,245,DELIVERED,2026-06-05,2026-06-06,J&T Express,TRK4694974803,2242.78
SHP-109144,SKU-00042,SUP-199,LOC-010,150,DELIVERED,2026-05-08,2026-05-09,Pos Laju,TRK2744222143,1155.74
SHP-109145,SKU-00480,SUP-003,LOC-007,127,DELIVERED,2026-07-27,2026-07-29,Pos Laju,TRK8383798506,2694.17
SHP-109146,SKU-00247,SUP-016,LOC-001,464,DELIVERED,2026-07-17,2026-07-19,Pos Laju,TRK4973893112,1705.66
SHP-109147,SKU-00223,SUP-194,LOC-004,199,IN_TRANSIT,2026-07-12,,TNT Malaysia,TRK5573407074,4000.39
SHP-109148,SKU-00357,SUP-158,LOC-012,15,DELIVERED,2026-07-11,2026-07-13,City-Link,TRK5663406927,4236.72
SHP-109149,SKU-00246,SUP-004,LOC-001,257,PENDING,2026-05-18,,DHL MY,TRK1333463510,2860.85
SHP-109150,SKU-00425,SUP-010,LOC-012,411,DELIVERED,2026-06-11,2026-06-13,GDEX,TRK6083227978,2165.95
SHP-109151,SKU-00405,SUP-061,LOC-015,301,IN_TRANSIT,2026-08-12,,City-Link,TRK4304060685,2945.26
SHP-109152,SKU-00449,SUP-116,LOC-004,424,DELIVERED,2026-07-22,2026-07-24,GDEX,TRK8568778507,2956.97
SHP-109153,SKU-00336,SUP-124,LOC-013,401,DELIVERED,2026-07-01,2026-07-01,J&T Express,TRK3170754810,618.88
SHP-109154,SKU-00088,SUP-017,LOC-006,485,DELIVERED,2026-08-12,2026-08-12,City-Link,TRK4698736963,4889.40
SHP-109155,SKU-00451,SUP-135,LOC-006,30,DELIVERED,2026-07-10,2026-07-10,DHL MY,TRK8309264872,1796.59
SHP-109156,SKU-00467,SUP-072,LOC-013,49,DELIVERED,2026-05-15,2026-05-15,Pos Laju,TRK5967181916,4948.44
SHP-109157,SKU-00374,SUP-079,LOC-014,54,DELAYED,2026-07-25,,GDEX,TRK1398329012,3956.56
SHP-109158,SKU-00334,SUP-123,LOC-017,133,DELIVERED,2026-05-14,2026-05-16,Pos Laju,TRK8402372123,4084.44
SHP-109159,SKU-00343,SUP-170,LOC-011,238,PENDING,2026-06-02,,City-Link,TRK9118731634,2208.69
SHP-109160,SKU-00483,SUP-138,LOC-002,157,DELIVERED,2026-06-07,2026-06-09,J&T Express,TRK2837172646,3930.07
SHP-109161,SKU-00331,SUP-142,LOC-002,78,DELIVERED,2026-06-08,2026-06-08,TNT Malaysia,TRK9667821969,1928.01
SHP-109162,SKU-00240,SUP-119,LOC-001,207,DELIVERED,2026-06-27,2026-06-29,DHL MY,TRK1462897593,4601.46
SHP-109163,SKU-00001,SUP-131,LOC-012,474,PENDING,2026-07-26,,City-Link,TRK3309540923,3892.09
SHP-109164,SKU-00173,SUP-193,LOC-001,237,IN_TRANSIT,2026-07-20,,City-Link,TRK7170250101,936.64
SHP-109165,SKU-00290,SUP-022,LOC-005,494,PENDING,2026-06-05,,Pos Laju,TRK6956152134,2688.27
SHP-109166,SKU-00325,SUP-091,LOC-009,422,IN_TRANSIT,2026-07-25,,GDEX,TRK5033354958,772.80
SHP-109167,SKU-00408,SUP-150,LOC-018,477,DELIVERED,2026-07-06,2026-07-07,DHL MY,TRK8245298257,781.84
SHP-109168,SKU-00035,SUP-058,LOC-019,244,DELIVERED,2026-07-13,2026-07-12,City-Link,TRK5310820742,2409.60
SHP-109169,SKU-00488,SUP-058,LOC-003,342,DELAYED,2026-07-29,,City-Link,TRK2624575208,1372.40
SHP-109170,SKU-00434,SUP-155,LOC-008,495,IN_TRANSIT,2026-08-03,,TNT Malaysia,TRK9871644406,2151.05
SHP-109171,SKU-00466,SUP-135,LOC-003,349,DELIVERED,2026-07-03,2026-07-04,City-Link,TRK2771290222,2699.80
SHP-109172,SKU-00023,SUP-133,LOC-015,412,PENDING,2026-07-16,,TNT Malaysia,TRK5867100870,4342.26
SHP-109173,SKU-00354,SUP-077,LOC-020,193,DELIVERED,2026-05-04,2026-05-04,DHL MY,TRK4970706822,4380.87
SHP-109174,SKU-00234,SUP-155,LOC-010,225,DELIVERED,2026-05-11,2026-05-10,DHL MY,TRK3784571866,3465.98
SHP-109175,SKU-00431,SUP-109,LOC-006,202,DELIVERED,2026-06-05,2026-06-06,GDEX,TRK7936805233,3196.94
SHP-109176,SKU-00435,SUP-131,LOC-007,461,DELIVERED,2026-05-24,2026-05-23,DHL MY,TRK9254165075,4609.59
SHP-109177,SKU-00493,SUP-038,LOC-001,127,IN_TRANSIT,2026-07-25,,J&T Express,TRK4336283325,3284.53
SHP-109178,SKU-00066,SUP-117,LOC-002,329,PENDING,2026-05-25,,J&T Express,TRK8292115250,2163.56
SHP-109179,SKU-00015,SUP-023,LOC-002,119,DELIVERED,2026-06-14,2026-06-13,DHL MY,TRK3114014869,4602.09
SHP-109180,SKU-00075,SUP-062,LOC-020,60,PENDING,2026-07-03,,TNT Malaysia,TRK4326522980,1553.52
SHP-109181,SKU-00226,SUP-134,LOC-016,386,DELIVERED,2026-06-08,2026-06-07,GDEX,TRK6432423084,4667.90
SHP-109182,SKU-00147,SUP-015,LOC-008,268,DELIVERED,2026-05-12,2026-05-12,TNT Malaysia,TRK4758993012,1026.07
SHP-109183,SKU-00368,SUP-043,LOC-010,382,DELIVERED,2026-05-24,2026-05-23,J&T Express,TRK2146817300,3090.43
SHP-109184,SKU-00365,SUP-140,LOC-006,60,PENDING,2026-07-22,,Pos Laju,TRK8899504607,2784.15
SHP-109185,SKU-00399,SUP-022,LOC-017,171,IN_TRANSIT,2026-08-02,,Pos Laju,TRK9472830540,1088.70
SHP-109186,SKU-00349,SUP-066,LOC-020,422,IN_TRANSIT,2026-06-20,,DHL MY,TRK6897313264,2332.25
SHP-109187,SKU-00129,SUP-168,LOC-017,349,DELIVERED,2026-06-13,2026-06-14,TNT Malaysia,TRK2536965371,472.72
SHP-109188,SKU-00341,SUP-153,LOC-019,7,DELIVERED,2026-06-24,2026-06-23,DHL MY,TRK7895651084,4665.70
SHP-109189,SKU-00188,SUP-133,LOC-015,45,DELIVERED,2026-06-24,2026-06-26,J&T Express,TRK6310103962,115.61
SHP-109190,SKU-00236,SUP-117,LOC-006,215,IN_TRANSIT,2026-05-10,,City-Link,TRK7103437192,1344.98
SHP-109191,SKU-00122,SUP-094,LOC-017,197,IN_TRANSIT,2026-07-12,,Pos Laju,TRK5428493837,4501.58
SHP-109192,SKU-00346,SUP-080,LOC-005,92,DELIVERED,2026-08-06,2026-08-06,J&T Express,TRK7471269391,4631.33
SHP-109193,SKU-00392,SUP-190,LOC-015,78,PENDING,2026-06-09,,TNT Malaysia,TRK9358530458,3813.92
SHP-109194,SKU-00493,SUP-141,LOC-011,108,IN_TRANSIT,2026-07-19,,TNT Malaysia,TRK4546098710,1846.16
SHP-109195,SKU-00389,SUP-061,LOC-002,216,IN_TRANSIT,2026-06-23,,Pos Laju,TRK5648738750,2999.61
SHP-109196,SKU-00110,SUP-120,LOC-008,44,DELIVERED,2026-08-02,2026-08-04,DHL MY,TRK4618582326,1205.01
SHP-109197,SKU-00254,SUP-175,LOC-009,78,IN_TRANSIT,2026-05-22,,DHL MY,TRK9793724477,3057.81
SHP-109198,SKU-00115,SUP-033,LOC-011,231,DELIVERED,2026-06-17,2026-06-18,TNT Malaysia,TRK2920853174,2047.69
SHP-109199,SKU-00435,SUP-074,LOC-005,380,IN_TRANSIT,2026-05-12,,City-Link,TRK9598937297,438.52
SHP-109200,SKU-00151,SUP-089,LOC-019,420,DELAYED,2026-07-23,,GDEX,TRK9931532225,641.55
SHP-109201,SKU-00343,SUP-100,LOC-007,493,DELIVERED,2026-05-22,2026-05-22,J&T Express,TRK1205094635,3777.54
SHP-109202,SKU-00022,SUP-132,LOC-009,397,IN_TRANSIT,2026-06-21,,TNT Malaysia,TRK6675081573,85.46
SHP-109203,SKU-00271,SUP-176,LOC-015,322,DELAYED,2026-07-30,,City-Link,TRK7012727425,2587.62
SHP-109204,SKU-00038,SUP-158,LOC-014,421,IN_TRANSIT,2026-05-19,,City-Link,TRK3160967882,4233.91
SHP-109205,SKU-00305,SUP-093,LOC-011,465,DELIVERED,2026-07-03,2026-07-03,GDEX,TRK4919103808,2685.89
SHP-109206,SKU-00026,SUP-147,LOC-009,349,PENDING,2026-06-23,,DHL MY,TRK3420181623,2820.37
SHP-109207,SKU-00333,SUP-164,LOC-002,70,DELAYED,2026-07-28,,TNT Malaysia,TRK5137348350,2671.38
SHP-109208,SKU-00412,SUP-199,LOC-018,110,DELIVERED,2026-07-10,2026-07-09,Pos Laju,TRK7966577201,1623.19
SHP-109209,SKU-00302,SUP-186,LOC-006,370,DELIVERED,2026-06-15,2026-06-15,DHL MY,TRK4281537847,3844.71
SHP-109210,SKU-00277,SUP-023,LOC-010,261,PENDING,2026-07-05,,DHL MY,TRK3540212836,4539.10
SHP-109211,SKU-00031,SUP-064,LOC-004,137,DELIVERED,2026-06-11,2026-06-11,DHL MY,TRK4666436655,2619.10
SHP-109212,SKU-00073,SUP-029,LOC-007,174,DELIVERED,2026-07-07,2026-07-08,J&T Express,TRK4369251665,1648.98
SHP-109213,SKU-00209,SUP-192,LOC-018,26,DELIVERED,2026-07-22,2026-07-24,DHL MY,TRK8053974788,4439.27
SHP-109214,SKU-00187,SUP-010,LOC-006,9,IN_TRANSIT,2026-06-07,,TNT Malaysia,TRK2390381482,1087.78
SHP-109215,SKU-00416,SUP-113,LOC-002,215,IN_TRANSIT,2026-05-16,,GDEX,TRK8858782935,4383.98
SHP-109216,SKU-00175,SUP-108,LOC-020,282,IN_TRANSIT,2026-05-26,,TNT Malaysia,TRK5149972718,3462.41
SHP-109217,SKU-00150,SUP-171,LOC-009,375,DELIVERED,2026-06-14,2026-06-14,TNT Malaysia,TRK8528731369,4007.04
SHP-109218,SKU-00013,SUP-122,LOC-013,329,DELAYED,2026-07-28,,Pos Laju,TRK5753462809,3816.42
SHP-109219,SKU-00311,SUP-099,LOC-004,19,DELIVERED,2026-05-23,2026-05-22,J&T Express,TRK8192204844,2629.96
SHP-109220,SKU-00291,SUP-054,LOC-009,127,DELIVERED,2026-05-13,2026-05-15,DHL MY,TRK4809160638,963.55
SHP-109221,SKU-00358,SUP-193,LOC-005,130,DELIVERED,2026-07-15,2026-07-14,J&T Express,TRK7356956534,3290.54
SHP-109222,SKU-00469,SUP-161,LOC-004,92,IN_TRANSIT,2026-07-01,,DHL MY,TRK9116990906,4329.16
SHP-109223,SKU-00275,SUP-067,LOC-014,106,DELIVERED,2026-07-22,2026-07-23,DHL MY,TRK7513832809,2283.00
SHP-109224,SKU-00144,SUP-026,LOC-012,425,DELIVERED,2026-07-08,2026-07-09,TNT Malaysia,TRK4768081984,737.89
SHP-109225,SKU-00071,SUP-193,LOC-005,360,PENDING,2026-06-13,,GDEX,TRK6912762165,493.86
SHP-109226,SKU-00368,SUP-074,LOC-014,165,PENDING,2026-06-08,,DHL MY,TRK5323232301,2265.89
SHP-109227,SKU-00485,SUP-091,LOC-003,142,DELIVERED,2026-05-20,2026-05-21,Pos Laju,TRK7633511566,4286.74
SHP-109228,SKU-00470,SUP-181,LOC-002,215,DELIVERED,2026-07-31,2026-07-31,GDEX,TRK6346006651,4371.37
SHP-109229,SKU-00476,SUP-192,LOC-011,76,DELIVERED,2026-07-23,2026-07-25,J&T Express,TRK7010362761,1488.01
SHP-109230,SKU-00106,SUP-064,LOC-016,396,IN_TRANSIT,2026-07-09,,City-Link,TRK3868663768,3955.34
SHP-109231,SKU-00028,SUP-148,LOC-003,123,PENDING,2026-06-13,,Pos Laju,TRK7053986223,2929.78
SHP-109232,SKU-00180,SUP-127,LOC-015,286,DELIVERED,2026-08-08,2026-08-10,GDEX,TRK8623389157,2028.54
SHP-109233,SKU-00330,SUP-090,LOC-013,418,PENDING,2026-05-20,,GDEX,TRK6853940949,1595.34
SHP-109234,SKU-00040,SUP-099,LOC-018,322,PENDING,2026-05-21,,GDEX,TRK3699703893,646.74
SHP-109235,SKU-00319,SUP-037,LOC-015,46,DELIVERED,2026-07-11,2026-07-12,TNT Malaysia,TRK8249468681,407.12
SHP-109236,SKU-00262,SUP-177,LOC-015,398,DELAYED,2026-07-26,,City-Link,TRK1703849636,2778.34
SHP-109237,SKU-00032,SUP-024,LOC-012,295,DELAYED,2026-07-23,,City-Link,TRK8977487486,3147.64
SHP-109238,SKU-00233,SUP-014,LOC-018,442,DELAYED,2026-07-25,,TNT Malaysia,TRK7881477772,849.08
SHP-109239,SKU-00049,SUP-010,LOC-020,223,PENDING,2026-05-17,,TNT Malaysia,TRK6553558762,575.83
SHP-109240,SKU-00450,SUP-001,LOC-011,36,IN_TRANSIT,2026-06-29,,TNT Malaysia,TRK1145516409,1814.80
SHP-109241,SKU-00415,SUP-020,LOC-006,183,DELIVERED,2026-07-29,2026-07-31,City-Link,TRK9028923957,4354.14
SHP-109242,SKU-00247,SUP-069,LOC-001,159,DELIVERED,2026-06-12,2026-06-14,GDEX,TRK5233545781,579.01
SHP-109243,SKU-00158,SUP-084,LOC-006,338,DELIVERED,2026-05-09,2026-05-08,GDEX,TRK1894189060,1368.82
SHP-109244,SKU-00358,SUP-062,LOC-015,209,IN_TRANSIT,2026-08-03,,J&T Express,TRK7074192334,4254.85
SHP-109245,SKU-00089,SUP-190,LOC-012,479,DELIVERED,2026-07-05,2026-07-05,DHL MY,TRK4009599795,4696.34
SHP-109246,SKU-00466,SUP-030,LOC-015,178,IN_TRANSIT,2026-06-18,,J&T Express,TRK9484392237,2690.10
SHP-109247,SKU-00337,SUP-030,LOC-017,42,DELIVERED,2026-08-01,2026-08-03,TNT Malaysia,TRK3464152792,4058.98
SHP-109248,SKU-00052,SUP-046,LOC-009,48,DELIVERED,2026-07-12,2026-07-11,J&T Express,TRK5535139203,3304.54
SHP-109249,SKU-00023,SUP-111,LOC-011,413,DELIVERED,2026-07-20,2026-07-22,DHL MY,TRK9466367622,57.87
SHP-109250,SKU-00101,SUP-159,LOC-004,431,PENDING,2026-06-20,,J&T Express,TRK1207526200,1698.58
SHP-109251,SKU-00326,SUP-177,LOC-004,320,DELAYED,2026-07-26,,City-Link,TRK9379056142,648.38
SHP-109252,SKU-00280,SUP-041,LOC-006,215,DELIVERED,2026-06-04,2026-06-03,City-Link,TRK7767201553,308.50
SHP-109253,SKU-00318,SUP-182,LOC-010,35,IN_TRANSIT,2026-06-08,,TNT Malaysia,TRK6616376633,1801.05
SHP-109254,SKU-00110,SUP-076,LOC-013,197,DELAYED,2026-07-28,,DHL MY,TRK8070436658,1270.50
SHP-109255,SKU-00292,SUP-128,LOC-017,139,DELIVERED,2026-05-31,2026-05-31,Pos Laju,TRK2590749973,1534.20
SHP-109256,SKU-00199,SUP-109,LOC-003,68,CANCELLED,2026-07-30,,DHL MY,TRK7552195671,2693.92
SHP-109257,SKU-00214,SUP-008,LOC-005,25,DELIVERED,2026-07-27,2026-07-29,City-Link,TRK4427886493,4122.68
SHP-109258,SKU-00076,SUP-003,LOC-012,75,DELIVERED,2026-07-13,2026-07-12,City-Link,TRK3970316564,4980.22
SHP-109259,SKU-00313,SUP-069,LOC-011,80,IN_TRANSIT,2026-07-05,,Pos Laju,TRK6732071183,2523.02
SHP-109260,SKU-00317,SUP-177,LOC-014,401,IN_TRANSIT,2026-05-12,,City-Link,TRK5724847054,2150.60
SHP-109261,SKU-00486,SUP-142,LOC-007,284,DELIVERED,2026-05-29,2026-05-31,J&T Express,TRK5589597902,2795.35
SHP-109262,SKU-00358,SUP-105,LOC-012,411,DELIVERED,2026-07-15,2026-07-14,Pos Laju,TRK6277868792,612.70
